"","O.NET.SOC.Code","Title","Administration.and.Management","Biology","Building.and.Construction","Chemistry","Clerical","Communications.and.Media","Computers.and.Electronics","Customer.and.Personal.Service","Design","Economics.and.Accounting","Education.and.Training","Engineering.and.Technology","English.Language","Fine.Arts","Food.Production","Foreign.Language","Geography","History.and.Archeology","Law.and.Government","Mathematics","Mechanical","Medicine.and.Dentistry","Personnel.and.Human.Resources","Philosophy.and.Theology","Physics","Production.and.Processing","Psychology","Public.Safety.and.Security","Sales.and.Marketing","Sociology.and.Anthropology","Telecommunications","Therapy.and.Counseling","Transportation"
"838","51-5113.00","Print Binding and Finishing Workers",3.04,0.06,0.5,1.16,2.4,0.79,2.34,2.76,1.65,1.15,2.48,1.52,2.71,0.25,0.34,0.29,0.58,0.17,0.6,2.91,3.25,0.19,1.96,0.28,0.9,3.09,1.35,1.12,1.58,0.34,0.56,0.24,0.72
"839","51-6011.00","Laundry and Dry-Cleaning Workers",2.42,0.63,0.17,2.16,1.53,1.17,2.12,2.62,0.8,1.01,2,1.15,2.43,0.28,0.9,1.11,0.31,0.15,1.61,1.95,1.49,0.4,1.01,0.77,0.73,2.55,1.33,2.84,0.59,1.58,0.69,1.03,1.41
"840","51-6021.00","Pressers, Textile, Garment, and Related Materials",2.41,1.15,1.11,1.84,1.39,1.15,1.23,3.08,1.37,1.08,2.98,1.5,2.72,0.68,0.93,0.37,0.43,0.56,0.74,1.83,2.63,0.46,2.14,1.31,1.69,2.14,1.18,2.01,2.11,1.42,1.15,1.26,1.15
"841","51-6031.00","Sewing Machine Operators",1.71,0.35,0.44,0.46,0.73,0.95,0.81,0.94,0.85,0.51,1.73,0.57,1.25,0.19,0.22,0.36,0.46,0.51,0.73,1.53,1.49,0.63,0.9,0.42,0.39,2.28,0.83,1.1,0.73,0.48,0.49,0.43,0.9
"842","51-6041.00","Shoe and Leather Workers and Repairers",2.06,0.23,0.78,1.45,1.68,0.62,0.66,2.72,1.25,1.02,2.1,1.63,2.52,0.55,0.16,1.18,0.44,0.62,1.22,2.26,2.59,0.49,0.91,0.39,0.29,1.97,1.28,0.89,1.61,0.66,0.3,0.39,1.31
"843","51-6042.00","Shoe Machine Operators and Tenders",1.77,1.3,1.49,2.39,1.29,1.32,1.1,1.85,2.39,1.07,3.9,1.46,2.69,1.12,0.7,0.95,0.73,1.17,1.51,1.8,3.14,1.47,1.36,1.01,1.31,3.33,1.46,2.44,1.08,1.18,1.33,1.26,1.01
"844","51-6051.00","Sewers, Hand",2.81,0.08,0.42,1.11,3.3,1.93,1.92,3.96,3.46,2.04,2.44,1.62,3,2.48,0,0.7,0.5,0.85,1.67,3.15,2.26,0.11,1.78,0.78,0.48,3.15,2.04,0.89,3.67,1.58,0.67,0.44,1.27
"845","51-6052.00","Tailors, Dressmakers, and Custom Sewers",2.85,0.5,0.94,1.17,3.24,1.41,1.15,4.33,2.92,1.81,2.86,1.15,2.35,0.66,0.17,1.08,0.93,0,1.6,2.39,2.69,0.31,1.43,1.67,0.38,2.46,3.1,1.39,2.66,1.73,0.39,0.7,0.97
"846","51-6061.00","Textile Bleaching and Dyeing Machine Operators and Tenders",2.45,1.51,1.36,3.2,2.25,1.36,2.54,2.21,1.99,1.59,3.1,2.45,2.66,0.86,1.3,1.14,1.32,0.7,1.55,2.89,2.52,1.37,1.75,1.29,2.43,3.35,1.59,2.84,1.51,1.8,1.81,1.07,1.93
"847","51-6062.00","Textile Cutting Machine Setters, Operators, and Tenders",2.72,0.07,0.68,0.99,2.02,0.55,2.35,1.11,2.1,1.3,1.97,1.49,3.01,0.04,0.1,0.68,0.12,0.33,1.15,3,2.46,0.43,0.86,0.69,0.96,3.02,1.13,2.53,1.68,0.64,0.85,0.38,0.87
"848","51-6063.00","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2.52,0.49,0.21,0.82,2.29,0.54,0.91,1.38,0.58,1.56,1.96,0.86,2.44,0.26,0.31,0.32,0.45,0.31,0.58,1.34,1.68,0.56,1.24,0.64,0.66,2.57,0.61,2.14,1.34,0.46,0.43,0.45,1.22
"849","51-6064.00","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.44,0.41,0.5,0.55,0.71,0.44,1.25,1,0.65,0.73,1.42,0.81,1.57,0.09,0.15,0.36,0.37,0.4,0.41,0.83,1.53,0.85,0.62,0.45,0.45,1.9,0.81,0.74,0.93,0.55,0.57,0.53,0.51
"850","51-6091.00","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",2.07,0.49,0.51,1.33,0.9,0.93,2.39,1.62,1.1,0.47,3,1.62,2.58,0.25,0.37,0.27,0.25,0.46,0.58,2.27,4.16,0.5,1.22,0.2,1.02,3.24,0.2,1.52,0.9,0.18,0.6,0.45,1.47
"851","51-6092.00","Fabric and Apparel Patternmakers",3.02,0,0.8,0.03,3.05,0.62,2.59,1.19,4.13,1.34,2.69,2.41,2.8,0.34,0,1.48,0.34,0,0.59,2.99,1.16,0.04,1.6,0.63,0.66,3.09,0.96,0.99,1.1,0.4,0.28,0.07,0.7
"852","51-6093.00","Upholsterers",2.24,0.27,1.43,0.59,1.89,0.65,2.03,2.58,2.47,1.08,2.25,0.99,2.52,0.19,0.06,0.42,0.32,0.3,1.57,2.03,1.7,0.5,2.03,0.64,0.57,2.79,1.29,0.55,2.02,0.49,0.42,0.55,1.52
"853","51-7011.00","Cabinetmakers and Bench Carpenters",1.94,0.69,4.34,1.43,1.09,0.42,1.72,1.08,4.04,0.75,2.01,3.71,2.22,0.36,0.36,0.35,0.66,0.91,1.63,3.32,3.98,1.15,0.84,0.61,0.79,3.9,1.04,1.15,0.77,0.35,0.75,0.26,1.41
"854","51-7021.00","Furniture Finishers",0.82,0.12,1.51,1.55,0.08,0.15,0.16,0.99,0.61,0.06,1.71,0.75,1.3,0,0.01,0.37,0,0.89,0.15,0.44,1.87,0.09,0.08,0.37,0.26,1.34,0.32,1.67,0.17,0.09,0.06,0.07,0.44
"855","51-7031.00","Model Makers, Wood",2.56,0.05,4.12,1.35,2.1,1.81,2.21,1.61,5.15,0.59,3.61,4.52,2.57,0.76,0,0.61,0.56,0,0.53,2.88,3.98,0.35,0.87,0.35,1.27,4.32,1.17,2.46,1.81,0.4,0.28,0.14,0.73
"856","51-7032.00","Patternmakers, Wood",2.8,0,3.23,1.99,0.95,0.71,2.85,2.12,4.15,0.46,2.42,4.05,2.26,0.2,0,0.03,0.42,0.02,1.06,4.27,4.75,0.1,1.63,0,1.58,3.59,0.97,1.58,1.29,0.02,0.21,0.22,0.47
"857","51-7041.00","Sawing Machine Setters, Operators, and Tenders, Wood",0.88,0.19,1.84,0.51,0.27,0.51,1.17,0.6,1.63,0.21,1.81,1.75,1.58,0.1,0,0.38,0.1,0,0.46,1.94,3.38,0.41,0.19,0.04,0.57,2.81,1.27,1.73,0.29,0.47,0.97,0,1.05
"858","51-7042.00","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.49,0.41,2.19,1.83,0.59,0.7,1.59,1.57,2.02,0.64,2.64,1.57,2.07,0,0.03,0.18,0.09,0,0.27,2.87,3.63,0.58,0.88,0.26,1.28,2.9,0.68,2.2,0.86,0.08,0.15,0.48,1.41
"859","51-8011.00","Nuclear Power Reactor Operators",2.32,1.79,1.84,4.16,1.76,1.5,3.71,1.87,3.15,0.47,3.27,3.85,3.1,0.08,0,0.08,0.46,0.27,2.75,4.23,4.56,0.74,1.46,0.14,4.79,2.43,2.48,3.99,0.41,0.69,1.4,0.56,0.96
"860","51-8012.00","Power Distributors and Dispatchers",2.54,0.71,2.12,1.29,2.73,1.78,3.34,3.46,2.31,1.12,3.44,3.98,3.13,0,0.04,0.69,2.02,0.28,2.52,3.3,3.71,0.64,1.27,0.51,3.14,1.59,1.89,4.36,1.08,0.54,2.95,0.84,1.71
"861","51-8013.00","Power Plant Operators",2.12,0.84,0.86,2.81,2.22,1.22,2.91,1.5,1.19,0.94,2.89,2.26,2.44,0.08,0.01,0.02,0.28,0.08,1.35,3.06,3.39,0.41,1.62,0.57,2.95,2.41,0.78,2.65,0.36,0.16,1.41,0.38,1.24
"862","51-8021.00","Stationary Engineers and Boiler Operators",2.91,0.87,2.41,2.87,2.2,0.67,2.54,1.77,1.63,0.83,3.35,3.02,2.91,0.06,0.21,0.21,0.75,0.3,1.69,3.02,4.57,0.58,1.24,0.13,2.59,3.23,1.18,2.63,0.43,0.38,0.83,0.7,0.84
"863","51-8031.00","Water and Wastewater Treatment Plant and System Operators",2.93,3.75,4.06,4.06,2.59,2.56,4.06,4.06,3.56,1.33,4.47,4.22,3.64,0.05,0.5,1.05,2.85,0.5,3.27,4.35,4.87,0.83,2.59,1.15,4.42,3.52,3.03,4.08,0.2,0.74,1.73,0.92,2.77
"864","51-8091.00","Chemical Plant and System Operators",2.03,0.91,0.98,4.31,1.57,0.97,2.53,2.86,1.53,0.52,2.7,1.89,3.28,0.01,0.07,0.06,0.25,0.31,1.18,2.83,4.07,0.61,1.95,0.91,2.3,2.94,1.12,2.74,1.48,0.6,0.42,0.39,1.39
"865","51-8092.00","Gas Plant Operators",2.42,0.74,3.15,3.36,2.61,1.39,3.64,2.72,2.37,0.65,3.51,3.59,3.13,0,0,0.08,1.47,0.21,2.08,3.6,5.51,1.04,0.94,0.77,3.54,2.86,1.8,3.95,0.41,1.09,1.96,0.52,2.13
"866","51-8093.00","Petroleum Pump System Operators, Refinery Operators, and Gaugers",2.19,0.93,1.28,2.84,2.04,1.96,2.86,1.85,1.51,0.98,3.51,2.93,2.18,0.07,0.01,0.4,1.14,0.4,1.61,3.19,4.26,0.42,1.62,0.38,2.15,2.47,0.84,2.92,0.63,0.04,1.49,0.46,1.88
"867","51-8099.03","Biomass Plant Technicians",2.86,1.48,2.72,2.97,2.1,1.56,3.34,1.83,3.05,0.93,3.13,3.26,2.68,0.2,0.1,0.74,1.19,0.34,1.87,3.36,4.86,1.34,1.69,0.59,3.29,3.62,2.02,2.99,1.09,0.97,1.46,0.96,1.57
"868","51-9011.00","Chemical Equipment Operators and Tenders",3.92,1.37,2.23,4.79,3.51,1.4,4.41,2.47,3.07,1.21,3.9,4.07,3.52,0.25,1.18,0.38,0.31,0.19,3.18,3.84,4.5,0.71,2.93,0.19,2.84,5.06,1.86,2.99,1.5,0.78,1.95,0.93,2.88
"869","51-9012.00","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2.26,1.65,1.6,3.05,1.73,1.78,2.58,2.33,1.4,0.74,3.22,2.52,2.64,0.05,1.8,0.38,0.75,0.36,1.71,2.95,3.8,0.73,1.48,0.48,2.58,4.11,1.74,2.67,1.41,0.91,0.97,0.45,1.59
"870","51-9021.00","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3.04,1.69,2.04,3.1,2.91,1.2,2.52,2.7,2.74,2.09,3.63,3.13,2.53,0.68,1.08,1.49,1.44,0.82,2.01,3.44,4.53,1.9,1.87,1.36,2.26,3.62,1.71,2.17,1.89,1.59,1.01,1.7,1.7
"871","51-9022.00","Grinding and Polishing Workers, Hand",1.85,1.34,1.35,1.51,1.4,0.55,1.84,1.89,2.23,1.64,2.76,0.96,2.57,0.31,0.4,1.26,0,0,0.4,1.86,2.06,0.47,1.42,0.76,0.64,2.48,1.16,1.39,0.9,0.97,1.21,0.78,2.06
"872","51-9023.00","Mixing and Blending Machine Setters, Operators, and Tenders",2.22,0.28,1.64,4.24,3.23,0.92,1.96,1.99,0.53,0.87,2.61,2.04,2.88,0.21,0.04,0.26,0.89,0.25,1.9,3.44,3.33,0.69,1.6,0.46,2.1,3.83,0.71,2.89,0.88,0.3,1.03,1.07,2.5
"873","51-9031.00","Cutters and Trimmers, Hand",2.78,0.79,1.77,2.21,1.88,1.77,1.25,2.19,2.59,1.64,3.56,2.74,1.4,1.56,1.92,0.66,0.99,0.02,1.72,2.87,2.6,0.99,2.1,0.79,2.68,3.3,1.65,1.28,2.03,0.65,0.83,1.02,2.65
"874","51-9032.00","Cutting and Slicing Machine Setters, Operators, and Tenders",1.07,0.01,0.83,1.92,1.29,1.19,2.11,1.16,1.06,0.38,2.6,1.26,2.36,0.07,0.63,0.11,0.14,0,0.67,2.69,2.28,0.51,0.82,0.47,1.63,3.07,0.6,2.13,0.69,0.25,0.38,0.43,1.11
"875","51-9041.00","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2.81,0,1.15,0.92,1.85,0.64,1.86,1.62,1.23,0.46,2.66,2.21,2.4,0.02,0,0.12,0.12,0.29,0.43,2.26,3.06,1.33,2.02,0.35,0.52,3.46,1.29,2.04,0.63,0.37,0.59,0.77,1
"876","51-9051.00","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2.39,0.86,1.69,2.88,1.89,1.42,2.93,2.13,1.97,1.44,3.26,2.4,2.6,0.19,1.15,1.2,0.8,0.67,1.03,2.11,3.58,1.56,1.95,1.16,1.34,3.28,2.04,2.69,1.44,1.07,1.55,1.64,1.4
"877","51-9061.00","Inspectors, Testers, Sorters, Samplers, and Weighers",1.71,0.41,0.47,1.65,2.19,0.93,2.69,2.32,2.19,0.53,2.7,1.79,2.92,0.08,0.07,0.44,0.54,0.23,0.78,3.29,2.24,0.16,0.92,0.36,1.23,3.41,0.82,1.7,0.83,0.39,0.42,0.3,1.01
"878","51-9071.01","Jewelers",3,0.29,1.43,3.38,2.61,1.54,2.33,4.29,3.71,2.26,2.17,3.26,2.33,2.62,0.22,0.5,0.62,1.04,2.08,3.29,3.54,0.42,2.08,0.92,1.92,3.79,1.79,1.83,3.68,0.71,0.58,0.38,2.12
"879","51-9071.06","Gem and Diamond Workers",3.12,0,0.29,1.37,2.63,1.79,2.44,3.1,2.12,1.97,2.22,1.47,3.32,0.11,0,0.67,1.63,0.23,1.28,3.21,1.84,0.07,1.65,0.2,0.66,3.72,1.49,1.24,3.13,0.65,2.08,0.6,1.54
"880","51-9071.07","Precious Metal Workers",2.34,0.09,1.75,3.04,1.73,1.26,1.28,2.96,3.13,1.45,2.49,2.81,3.03,2.25,0.14,1.24,0.72,0.69,1.37,2.9,3.98,0.04,1.66,0.49,2.38,4.07,0.6,2.15,2.61,0.66,0.91,0.45,1.83
"881","51-9081.00","Dental Laboratory Technicians",3.41,1.76,1.68,3.71,2.77,1.6,2.76,4.03,4.65,1.61,3.07,4.23,3.05,3.44,0.05,0.71,0.35,0.78,1.63,3.08,3.72,4.42,2.37,0.58,2.64,4.71,1.63,2.43,2.14,0.81,0.92,0.32,1.34
"882","51-9082.00","Medical Appliance Technicians",3.25,2.01,3.13,3.09,3.17,2.05,3.04,4.21,3.76,1.55,3.6,3.31,3.94,1.3,0.6,1.91,1.07,0.83,2.15,3.17,3.85,2.82,2.4,1.12,3.53,4.26,2.09,2.64,2.23,1.11,1.52,2.41,1.7
"883","51-9083.00","Ophthalmic Laboratory Technicians",2.09,0.5,0.77,1.18,2.16,0.94,3.46,2.82,1.54,1.16,2.48,2.47,2.4,0.24,0.12,0.61,0.27,0.23,1.03,3.69,3.45,1.39,1.25,0.19,0.96,4.09,0.97,1.47,1.52,0.68,1,0.55,0.82
"884","51-9111.00","Packaging and Filling Machine Operators and Tenders",1.52,0,0.45,1.09,1.24,0.43,1.41,1.94,0.52,0.72,1.83,0.66,2.31,0,0.85,0.53,0,0,0.8,2.54,2.7,0.62,1.26,0.36,0.33,2.87,0.51,1.39,0.53,0.06,0.4,0.17,0.92
"885","51-9121.00","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2.13,0.46,0.59,2.25,0.98,0.87,1.35,2.57,0.95,0.61,2.15,1.04,2.35,0.22,0.39,0.97,0.37,0.25,0.61,2.34,3.02,0.49,1.5,0.14,1.99,3.19,0.35,2.26,0.82,0.33,0.96,0.61,0.95
"886","51-9122.00","Painters, Transportation Equipment",2.3,0.15,0.47,3.17,1.05,0.71,1,1.98,1.41,1.03,2.08,1.31,2.17,0.28,0,0.05,0.68,0.74,0.95,2.26,2.9,0.07,1.13,0.47,0.45,2.34,0.68,1.35,1.51,0.09,0,0.11,0.63
"887","51-9123.00","Painting, Coating, and Decorating Workers",2.76,0.29,0.06,1.45,2.26,1.47,2.05,2.46,3.02,1.47,1.8,1.55,2.16,3.02,0.15,0.04,0.02,0.02,1.68,1.67,2.28,0.06,0.27,0.28,0.4,3.71,1.17,1.87,2.69,1.2,0.5,0.01,2.3
"888","51-9141.00","Semiconductor Processors",2.44,0.12,0.5,3.09,1.2,1.81,3.77,2.48,0.76,0.33,3.37,2.22,3.88,0.1,0.13,0.39,0.16,0.04,0.46,2.89,1.73,0.62,0.71,1.24,0.9,3.7,0.65,2.29,0.24,0.43,0.77,0.62,0.49
"889","51-9151.00","Photographic Process Workers and Processing Machine Operators",3.01,0.06,0.39,3.22,1.85,1.93,3.25,3.8,1.22,0.96,3.06,1.3,2.63,2.02,0.22,0.23,0.38,0.22,1,2.47,2.73,0.34,1.31,0.3,0.93,3.32,1.12,1.25,2.64,0.34,0.83,0.29,0.61
"890","51-9191.00","Adhesive Bonding Machine Operators and Tenders",2.42,0.41,1.07,3.17,1.46,0.72,3.07,2.49,1.27,1.28,3.51,2.32,3.36,0.38,0.39,0.21,0.77,0.04,0.65,2.8,4.05,0.79,2.15,0.75,1.48,4.13,2.15,2.5,1.83,1.02,0.99,0.82,1.55
"891","51-9192.00","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2,0.94,0.94,2.58,1.81,0.63,1.2,2.05,0.82,1.17,2.39,1.98,2.06,0.14,3.02,0.87,0.61,0.14,1.43,1.26,2.16,1.39,1.62,1.95,0.61,2.41,1.89,2.09,0.67,1.62,0.9,1.37,1.14
"892","51-9193.00","Cooling and Freezing Equipment Operators and Tenders",1.29,1.2,3.19,3.64,1.74,1.17,2.86,2.31,3.04,0.49,3.03,3.06,2.51,0.02,2.59,0.37,0.48,0.45,1.37,2.81,5.05,0.82,1.1,0.76,2.9,3.12,0.92,3.29,0.65,0.41,1.06,0.71,1.44
"893","51-9194.00","Etchers and Engravers",3.89,0,0.92,2.3,4.15,1.26,4.46,4.21,3.51,2.73,3.59,2.12,4.17,0.74,0.06,0.54,0.13,0.32,2.37,3.69,3.44,0.12,1.41,0.67,1.3,4.29,0.95,2.23,2.68,0.37,1.47,0.17,2.59
"894","51-9195.03","Stone Cutters and Carvers, Manufacturing",3.47,0.37,2.4,2.85,1.5,1.43,2.41,2.26,3.3,1.33,2.42,2.27,2.9,1.44,0.3,0.95,0.78,0.85,0.88,3.52,3.05,0.8,2.31,0.57,1.63,2.71,0.7,2.82,1.91,0.48,0.32,1.25,1.77
"895","51-9195.04","Glass Blowers, Molders, Benders, and Finishers",2.69,0.74,3.28,3.07,1.91,0.8,3.03,3.23,4.46,2.26,3.96,4.31,3.1,1.19,1.04,0.07,0.18,0.6,0.54,3.45,4.19,0.89,2.78,0.14,3.05,4.61,1.77,2.39,2.94,0.63,0.72,0.66,0.81
"896","51-9195.05","Potters, Manufacturing",3.27,0.54,2.11,3.86,2.48,2.54,2.76,3.3,3.6,2.14,2.46,2.84,2.96,4.87,0.57,0.69,1.17,2.23,1.86,3.05,3.73,0.16,1.36,1.19,2.24,4.08,1.26,1.68,3.72,1.44,0.93,0.45,2.45
"897","51-9195.07","Molding and Casting Workers",2.57,0,1.36,1.66,2.21,0.82,1.72,2.02,1.78,1.41,2.68,2.52,2.67,0.22,0.23,0.34,0.24,0.03,0.59,2.28,2.98,0.41,1.64,0.69,1.69,3,0.89,2.39,1.47,1.04,0.6,0.38,1.95
"898","51-9196.00","Paper Goods Machine Setters, Operators, and Tenders",1.98,0.02,0.68,1.06,1.44,1.28,2.37,2.78,1.55,0.45,3.02,2.56,2.84,0.33,0.01,0.14,0.18,0,0.62,2.37,3.89,0.3,0.79,0.17,0.97,3.89,1.12,2.08,0.67,1.01,0.53,0.11,1.21
"899","51-9197.00","Tire Builders",3.29,0.11,1.74,2.06,0.81,0.39,2.08,2.58,0.83,0.41,3.08,1.85,2.47,0.21,0.16,0.15,0.16,0.14,0.21,2.75,2.3,0.26,1.11,0.14,1.8,4.24,1.48,3.56,0.79,0.91,1.08,0.11,0.58
"900","51-9198.00","Helpers--Production Workers",1.38,0.43,1.33,1.54,0.71,1.15,1.61,1.21,1.27,0.61,2.17,1.65,2.43,0.33,0.79,0.47,0.44,0.34,1,2.52,2.64,0.6,1.03,0.51,0.9,2.74,1.21,1.85,0.71,0.54,0.89,0.55,1.27
"901","51-9199.01","Recycling and Reclamation Workers",3.1,0.87,1.89,1.61,2.6,1.36,2.19,3.53,1.23,1.31,3.85,2.76,3.66,0.59,0.63,0.66,1.1,0.64,1.84,2.34,3.99,1.04,2.69,0.61,2.04,4.75,2.31,3.57,3.04,0.56,1.74,0.9,2.17
"902","53-1011.00","Aircraft Cargo Handling Supervisors",3.86,0.38,0.64,0.92,2.85,2.34,2.92,4.71,0.76,1.28,4.17,1.61,3.65,0,0.02,1.33,2.75,0.04,2.42,2.92,2.56,0.48,3.29,1.52,1.04,2.81,3.41,4.65,1.26,0.81,1.81,2.18,5.33
"903","53-1021.00","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",4.33,0.44,1.47,1.52,3.83,1.51,3.3,4.2,1.36,1.42,3.62,1.75,3.11,0.2,0.97,0.64,1.45,0.5,1.89,3.35,2.38,0.44,2.86,0.49,1.15,3.96,2.37,3.68,2.61,0.58,1.35,0.87,3.9
"904","53-1021.01","Recycling Coordinators",4.24,1.05,2.17,1.4,3.73,2.04,3.51,5.2,1.35,2.17,4.88,2.38,3.54,0.3,0.46,1.11,1.33,0.65,2.66,4.11,2.83,0.7,3.57,0.45,0.9,3.93,2.37,3.52,2.32,1.49,1.5,1.13,2.93
"905","53-1031.00","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators",4.08,0.5,0.96,1.32,4.44,2.14,4.22,4.9,0.98,1.8,3.3,1.46,3.73,0.05,0.5,0.61,2.64,0.36,1.97,3.54,2.06,0.78,3.99,0.9,0.72,3.63,2.63,2.86,2.7,0.85,1.33,1.5,5.07
"906","53-2011.00","Airline Pilots, Copilots, and Flight Engineers",3.29,1.51,1.25,2.61,2.87,2.53,4.48,4.04,1.99,1.68,2.86,2.78,3.74,0.84,0.84,1.45,4.78,1.28,2.95,4.38,3.82,1.48,2.34,1.49,3.77,1.26,4.47,3.97,1.44,2.06,3.17,1.52,6.2
"907","53-2012.00","Commercial Pilots",3.29,0.59,0.39,1.37,2.68,2.02,3.59,4.92,1.48,1.67,4.19,2.43,3.77,0.05,0.18,1.02,4.44,0.2,2.76,3.7,3.29,0.59,3.02,0.6,3.16,0.8,2.54,3.24,2.42,0.77,2.38,0.54,6.03
"908","53-2021.00","Air Traffic Controllers",2.84,0.23,0.39,0.42,2.26,2.53,3.67,4.99,1.88,0.82,4.88,2.08,4.09,0.27,0,0.46,4.39,0.53,2.68,3.54,1.05,0.35,2.14,0.66,2.23,1.6,2.96,4.49,0.46,0.79,3.01,1.13,5.2
"909","53-2022.00","Airfield Operations Specialists",3.41,1.34,2.65,2.53,3.79,2.96,3.87,5.36,2.32,1.84,4.5,2.51,3.67,0.09,0.26,0.71,3.19,0.87,3.27,3.1,3.14,1.2,3.04,1.19,1.65,2.09,2.49,4.59,1.46,1.64,2.8,1.44,4.94
"910","53-2031.00","Flight Attendants",2.12,0.63,0,1.71,1.05,2.39,2.04,6.17,0.85,1.07,2.4,0.72,3.29,0.47,2.11,2.42,3.5,1.14,1.84,2.06,1.39,2.19,2.2,2.55,0.64,1.58,4.65,3.61,2.53,2.88,0.77,2,3.58
"911","53-3011.00","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.72,1.13,1.01,1.46,1.32,1.59,1.54,4.76,1.14,0.56,2.22,1.68,3.04,0.03,0.59,0.66,1.59,0.53,2.36,2.01,2.14,2.58,1.08,1.27,1.28,1.53,4.05,2.92,1.05,0.75,2.02,1.96,3.54
"912","53-3021.00","Bus Drivers, Transit and Intercity",2.21,0.06,0.26,0.9,0.63,2.44,1.47,4.27,0.43,0.62,2.4,0.84,3.39,0.26,0.07,1.28,2.46,0.68,2.42,1.43,1.93,1.15,1.73,1.88,1.18,1.56,3.16,3.75,0.93,1.79,2.05,1.31,4.5
"913","53-3022.00","Bus Drivers, School or Special Client",1.81,0.36,0.06,0.42,1.38,1.6,0.74,3.59,0.05,0.02,2.02,0.08,2.29,0.11,0.03,0.94,0.51,0.02,1.81,0.66,1.42,1.21,1.15,0.66,0.2,0.04,2.58,3.52,0.01,1.48,1.29,1.75,4.29
"914","53-3031.00","Driver/Sales Workers",1.17,0,0.18,0.91,0.43,1.31,1.44,3.23,0.46,0.58,1.57,0.23,1.85,0.03,1.29,0.21,0.92,0.16,1.23,2.31,0.44,0.08,0.74,0.44,0.5,1.24,1.23,1.67,2.07,0.5,0.54,0.12,3.09
"915","53-3032.00","Heavy and Tractor-Trailer Truck Drivers",2.49,0.51,1.06,1.77,2.21,1.9,1.75,4.12,1.04,1.16,2.87,1.48,3.29,0.01,1,0.84,2.62,0.31,2.24,2.32,3.41,0.95,1.47,0.4,1.51,1.47,1.94,3.49,1.39,0.68,1.68,0.48,4.17
"916","53-3033.00","Light Truck or Delivery Services Drivers",2.24,0.39,0.66,0.61,1.23,1.45,1.66,4.12,0.85,0.97,2.04,0.47,2.59,0,0.67,0.46,1.69,0.09,2.68,1.98,2.44,0.42,1.1,0.58,0.95,1.41,1.33,2.75,2.08,0.64,1.18,0.8,3.34
"917","53-3041.00","Taxi Drivers and Chauffeurs",2.72,0.01,0.03,0.37,1.72,1.68,1.13,3.57,0.33,1.25,1.72,0.49,2.5,0.14,0.24,1.39,1.58,0.32,2,2.03,1.43,0.43,1.46,0.8,0.6,0.82,2.62,2.44,1.72,1.28,1.07,0.53,3.59
"918","53-4011.00","Locomotive Engineers",2.57,0.46,0.85,1.43,1.81,1.28,2.3,2.84,0.84,0.51,3.29,1.63,3.43,0,0.1,0.32,2.17,0.48,1.9,2.23,3,0.97,1.8,0.63,1.36,1.11,1.56,3.85,0.26,0.47,1.36,1.09,4.81
"919","53-4012.00","Locomotive Firers",1,0.35,0.7,1.1,1.35,1.7,2,2.15,0.8,0.45,2.25,1.4,3.25,0.05,0.2,0.35,2.25,0.45,2.3,2.2,4.15,0.8,1.25,0.2,2.35,0.5,2.2,3.7,0.4,0.65,1.5,0.6,4.15
"920","53-4013.00","Rail Yard Engineers, Dinkey Operators, and Hostlers",2.36,0.13,0.4,1.28,1.98,1.21,2.22,2.67,0.53,0.95,3.57,1.69,3.67,0.18,0.35,0.08,1.34,0.45,2.67,1.9,2.77,1.12,2.59,0.45,1,2.21,1.8,3.64,1.1,0.39,3.04,1.43,4.61
"921","53-4021.00","Railroad Brake, Signal, and Switch Operators",2.61,0.35,0.57,1,2.36,0.91,1.67,3.3,0.67,0.65,3.27,1.98,2.53,0.04,0.04,0.11,0.86,0.08,2.63,1.95,3.49,0.72,1.92,0.4,1.42,1.66,2.4,3.64,0.92,0.75,1.81,0.8,4.26
"922","53-4031.00","Railroad Conductors and Yardmasters",2.28,1.1,0.98,2.64,1.83,1.67,2.91,3.17,1.1,0.91,3.48,1.79,2.93,0.57,0.81,0.61,1.84,1.16,2.62,2.31,3.24,1.17,1.88,1.13,2.25,1.84,2.73,4.01,1.28,1.26,2.1,1.8,4.13
"923","53-4041.00","Subway and Streetcar Operators",1.42,0.26,0.28,0.61,0.86,2.39,2.6,5,0.54,0.53,2.98,1.62,3.28,0.17,0.02,1.46,1.33,0.4,2.12,1.54,2.87,0.89,1.54,0.98,0.82,0.7,2.7,4.2,0.47,1.53,2.45,0.89,4.45
