,Id2,Id,Url,Category,Description,Green Occupational Category
863,51-8091.00,Chemical Plant and System Operators,http://www.bls.gov/soc/2010/soc518091.htm,51,Control or operate entire chemical processes or system of machines.,Green Increased Demand
864,51-8092.00,Gas Plant Operators,http://www.bls.gov/soc/2010/soc518092.htm,51,Distribute or process gas for utility companies and others by controlling compressors to maintain specified pressures on main pipelines.,
865,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",http://www.bls.gov/soc/2010/soc518093.htm,51,"Operate or control petroleum refining or processing units. May specialize in controlling manifold and pumping systems, gauging or testing oil in storage tanks, or regulating the flow of oil into pipelines.",
866,51-8099.03,Biomass Plant Technicians,http://www.bls.gov/soc/2010/soc518099.htm,51,Control and monitor biomass plant activities and perform maintenance as needed.,Green New & Emerging
867,51-9011.00,Chemical Equipment Operators and Tenders,http://www.bls.gov/soc/2010/soc519011.htm,51,"Operate or tend equipment to control chemical changes or reactions in the processing of industrial or consumer products. Equipment used includes devulcanizers, steam-jacketed kettles, and reactor vessels.",Green Increased Demand
868,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",http://www.bls.gov/soc/2010/soc519012.htm,51,"Set up, operate, or tend continuous flow or vat-type equipment; filter presses; shaker screens; centrifuges; condenser tubes; precipitating, fermenting, or evaporating tanks; scrubbing towers; or batch stills. These machines extract, sort, or separate liquids, gases, or solids from other materials to recover a refined product. Includes dairy processing equipment operators.",Green Enhanced Skills
869,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",http://www.bls.gov/soc/2010/soc519021.htm,51,"Set up, operate, or tend machines to crush, grind, or polish materials, such as coal, glass, grain, stone, food, or rubber.",
870,51-9022.00,"Grinding and Polishing Workers, Hand",http://www.bls.gov/soc/2010/soc519022.htm,51,"Grind, sand, or polish, using hand tools or hand-held power tools, a variety of metal, wood, stone, clay, plastic, or glass objects. Includes chippers, buffers, and finishers.",
871,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",http://www.bls.gov/soc/2010/soc519023.htm,51,"Set up, operate, or tend machines to mix or blend materials, such as chemicals, tobacco, liquids, color pigments, or explosive ingredients.",Green Increased Demand
872,51-9031.00,"Cutters and Trimmers, Hand",http://www.bls.gov/soc/2010/soc519031.htm,51,"Use hand tools or hand-held power tools to cut and trim a variety of manufactured items, such as carpet, fabric, stone, glass, or rubber.",
873,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",http://www.bls.gov/soc/2010/soc519032.htm,51,"Set up, operate, or tend machines that cut or slice materials, such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material.",
874,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",http://www.bls.gov/soc/2010/soc519041.htm,51,"Set up, operate, or tend machines, such as glass forming machines, plodder machines, and tuber machines, to shape and form products, such as glassware, food, rubber, soap, brick, tile, clay, wax, tobacco, or cosmetics.",
875,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",http://www.bls.gov/soc/2010/soc519051.htm,51,"Operate or tend heating equipment other than basic metal, plastic, or food processing equipment. Includes activities, such as annealing glass, drying lumber, curing rubber, removing moisture from materials, or boiling soap.",
876,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",http://www.bls.gov/soc/2010/soc519061.htm,51,"Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Green Enhanced Skills
877,51-9071.01,Jewelers,http://www.bls.gov/soc/2010/soc519071.htm,51,Fabricate and repair jewelry articles. Make models or molds to create jewelry items.,
878,51-9071.06,Gem and Diamond Workers,http://www.bls.gov/soc/2010/soc519071.htm,51,"Fabricate, finish, or evaluate the quality of gems and diamonds used in jewelry or industrial tools.",
879,51-9071.07,Precious Metal Workers,http://www.bls.gov/soc/2010/soc519071.htm,51,"Cast, anneal, solder, hammer, or shape gold, silver, pewter or other metals to form jewelry or other metal items such as goblets or candlesticks.",
880,51-9081.00,Dental Laboratory Technicians,http://www.bls.gov/soc/2010/soc519081.htm,51,Construct and repair full or partial dentures or dental appliances.,
881,51-9082.00,Medical Appliance Technicians,http://www.bls.gov/soc/2010/soc519082.htm,51,"Construct, fit, maintain, or repair medical supportive devices, such as braces, orthotics and prosthetic devices, joints, arch supports, and other surgical and medical appliances.",
882,51-9083.00,Ophthalmic Laboratory Technicians,http://www.bls.gov/soc/2010/soc519083.htm,51,"Cut, grind, and polish eyeglasses, contact lenses, or other precision optical elements. Assemble and mount lenses into frames or process other optical elements. Includes precision lens polishers or grinders, centerer-edgers, and lens mounters.",
883,51-9111.00,Packaging and Filling Machine Operators and Tenders,http://www.bls.gov/soc/2010/soc519111.htm,51,Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products.,
884,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",http://www.bls.gov/soc/2010/soc519121.htm,51,"Set up, operate, or tend machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials.",
885,51-9122.00,"Painters, Transportation Equipment",http://www.bls.gov/soc/2010/soc519122.htm,51,"Operate or tend painting machines to paint surfaces of transportation equipment, such as automobiles, buses, trucks, trains, boats, and airplanes. Includes painters in auto body repair facilities.",
886,51-9123.00,"Painting, Coating, and Decorating Workers",http://www.bls.gov/soc/2010/soc519123.htm,51,"Paint, coat, or decorate articles such as furniture, glass, plateware, pottery, jewelry, toys, books, or leather.",
887,51-9141.00,Semiconductor Processors,http://www.bls.gov/soc/2010/soc519141.htm,51,"Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnace; saw formed ingots into segments; load individual segment into crystal growing chamber and monitor controls; locate crystal axis in ingot using x-ray equipment and saw ingots into wafers; and clean, polish, and load wafers into series of special purpose furnaces, chemical baths, and equipment used to form circuitry and change conductive properties.",
888,51-9151.00,Photographic Process Workers and Processing Machine Operators,http://www.bls.gov/soc/2010/soc519151.htm,51,Perform work involved in developing and processing photographic images from film or digital media. May perform precision tasks such as editing photographic negatives and prints.,
889,51-9191.00,Adhesive Bonding Machine Operators and Tenders,http://www.bls.gov/soc/2010/soc519191.htm,51,"Operate or tend bonding machines that use adhesives to join items for further processing or to form a completed product. Processes include joining veneer sheets into plywood; gluing paper; or joining rubber and rubberized fabric parts, plastic, simulated leather, or other materials.",
890,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",http://www.bls.gov/soc/2010/soc519192.htm,51,"Operate or tend machines to wash or clean products, such as barrels or kegs, glass items, tin plate, food, pulp, coal, plastic, or rubber, to remove impurities.",
891,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,http://www.bls.gov/soc/2010/soc519193.htm,51,"Operate or tend equipment, such as cooling and freezing units, refrigerators, batch freezers, and freezing tunnels, to cool or freeze products, food, blood plasma, and chemicals.",
892,51-9194.00,Etchers and Engravers,http://www.bls.gov/soc/2010/soc519194.htm,51,"Engrave or etch metal, wood, rubber, or other materials. Includes such workers as etcher-circuit processors, pantograph engravers, and silk screen etchers.",
893,51-9195.03,"Stone Cutters and Carvers, Manufacturing",http://www.bls.gov/soc/2010/soc519195.htm,51,Cut or carve stone according to diagrams and patterns.,
894,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",http://www.bls.gov/soc/2010/soc519195.htm,51,Shape molten glass according to patterns.,
895,51-9195.05,"Potters, Manufacturing",http://www.bls.gov/soc/2010/soc519195.htm,51,"Operate production machines such as pug mill, jigger machine, or potter's wheel to process clay in manufacture of ceramic, pottery and stoneware products.",
896,51-9195.07,Molding and Casting Workers,http://www.bls.gov/soc/2010/soc519195.htm,51,"Perform a variety of duties such as mixing materials, assembling mold parts, filling molds, and stacking molds to mold and cast a wide range of products.",
897,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",http://www.bls.gov/soc/2010/soc519196.htm,51,"Set up, operate, or tend paper goods machines that perform a variety of functions, such as converting, sawing, corrugating, banding, wrapping, boxing, stitching, forming, or sealing paper or paperboard sheets into products.",
898,51-9197.00,Tire Builders,http://www.bls.gov/soc/2010/soc519197.htm,51,Operate machines to build tires.,
899,51-9198.00,Helpers--Production Workers,http://www.bls.gov/soc/2010/soc519198.htm,51,"Help production workers by performing duties requiring less skill. Duties include supplying or holding materials or tools, and cleaning work area and equipment.",
900,51-9199.01,Recycling and Reclamation Workers,http://www.bls.gov/soc/2010/soc519199.htm,51,Prepare and sort materials or products for recycling. Identify and remove hazardous substances. Dismantle components of products such as appliances.,Green New & Emerging
901,53-1011.00,Aircraft Cargo Handling Supervisors,http://www.bls.gov/soc/2010/soc531011.htm,53,"Supervise and coordinate the activities of ground crew in the loading, unloading, securing, and staging of aircraft cargo or baggage. May determine the quantity and orientation of cargo and compute aircraft center of gravity. May accompany aircraft as member of flight crew and monitor and handle cargo in flight, and assist and brief passengers on safety and emergency procedures. Includes loadmasters.",
902,53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",http://www.bls.gov/soc/2010/soc531021.htm,53,"Directly supervise and coordinate the activities of helpers, laborers, or material movers.",
