"","O.NET.SOC.Code","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"835","51-4194.00","Tool Grinders, Filers, and Sharpeners",3.12,3,3.12,2.62,3.25,3.5,3.25,1.12,2.75,3,2.88,2,2.5,2.5,3.12,3.38,2.38,3.5,3.88,2.12,2.38,1.62,3.5,3,3.5,1.12,2.38,2.75,2.88,2.38,2.38,1.75,3,3.38,2.62,"Importance"
"836","51-5111.00","Prepress Technicians and Workers",2.75,3.25,3.25,2.75,3,2.5,2.12,1,2.75,3,2.25,1.25,1.5,2.12,2,3,2.38,2.5,2.88,2.12,2.62,1.25,2.38,3,2.38,1.5,2.5,2.75,3.12,2.5,2.5,1.5,3.38,2.12,2.88,"Importance"
"837","51-5112.00","Printing Press Operators",2.75,3.25,3,3,3.12,3,2.62,1.25,2.38,3,2.12,1.75,2,2.25,2.38,3.25,2.25,3.12,3.5,1.62,2.5,1.62,3.62,3.25,2.88,1.12,2.38,2.88,3,2.12,2.25,1.88,3,3,2.5,"Importance"
"838","51-5113.00","Print Binding and Finishing Workers",2.5,2.88,3,2.88,3.25,2.88,2.5,1.88,2.88,3.12,2.5,1.62,1.62,2.5,2.12,3.12,2.12,2.88,3.38,1.25,2.12,1.62,3,3.12,2.88,1.12,2.62,2.62,3,2.5,2.38,1.62,2.88,2.62,2.75,"Importance"
"839","51-6011.00","Laundry and Dry-Cleaning Workers",2.62,3,2.38,2.5,2.75,1.75,1.75,1,2.38,2.75,2.25,1.62,1.62,2.25,1.62,3,2.25,2.75,2.88,1.62,2.25,1,2.25,2.75,1.75,1,2.38,2.88,2.88,2,2,1,2.88,2.12,2.12,"Importance"
"840","51-6021.00","Pressers, Textile, Garment, and Related Materials",1.88,2.38,2.62,2,2.5,1.62,1.75,1.38,1,2.38,1.12,1,1.12,1.12,1.25,2.5,1.88,3.12,2.88,1.75,2,1,2.5,2,1.12,1.25,2,2.25,2.25,1,1.75,1.12,2.75,2.12,2,"Importance"
"841","51-6031.00","Sewing Machine Operators",2.38,2.88,2.62,2.62,3,1.62,1.25,1.12,2,2.75,2.25,1.75,1.88,2,2.38,3.12,2,2.62,2.88,1.75,2.25,1,2.5,2.5,1.5,1.12,2.12,2.75,2.38,2.12,1.88,1.12,3,2.25,2.38,"Importance"
"842","51-6041.00","Shoe and Leather Workers and Repairers",2.12,3,2.38,2.5,2.88,1,1.88,1,2,2.75,1.12,1.25,1.5,2,1.62,2.75,1.88,2.38,2.75,1.75,2.25,1,2.5,2.5,1.12,1.12,2.5,2.75,2.88,1.88,1.12,1.12,2.5,1.75,1.88,"Importance"
"843","51-6042.00","Shoe Machine Operators and Tenders",2,3,2.5,2.25,3,2.75,2.62,1,1.88,2.88,1.75,1.75,1.75,2,2.12,2.88,1.75,3,3.25,1.88,1.88,1,3,3,2.62,1.12,1.88,2.12,2.88,2.12,2,1.38,2.62,2.75,1.88,"Importance"
"844","51-6051.00","Sewers, Hand",2.5,2.62,2.75,2.25,2.75,1,1.25,1,2.25,3,2.25,1.88,2.38,2.38,2.38,2.62,2.12,2.5,2.62,2,2.25,1,2.5,2.5,1,1,2.38,2.5,2.62,2,1.88,1.62,2.88,2,2.38,"Importance"
"845","51-6052.00","Tailors, Dressmakers, and Custom Sewers",2.5,3.38,2.88,2.75,3.12,1.75,2,1.25,2.38,2.88,2.25,1.62,1.88,2.25,2.12,2.75,2.38,2.25,2.5,2.62,2.38,1,2.25,2.62,1.88,1.38,2.62,3,2.88,1.75,1.62,1.62,3.12,1.88,2.5,"Importance"
"846","51-6061.00","Textile Bleaching and Dyeing Machine Operators and Tenders",2.25,3.12,2.38,3,3,2.62,2.62,1.75,2,2.88,2,1.62,1.5,2.38,2.5,3,2.12,3.25,3.62,1.88,2.12,1,3.12,2.75,2.62,1.75,2.25,2.88,3,2.25,2.25,1.62,2.88,2.75,2.5,"Importance"
"847","51-6062.00","Textile Cutting Machine Setters, Operators, and Tenders",2.62,3,3,2.88,2.88,3.25,2.75,1.88,2.5,2.75,2.38,1.75,1.88,2.5,2.12,3.25,2.38,3.25,3.62,2,2.25,1.5,3.38,2.75,3.12,1.12,2.25,2.75,3,2.5,2.38,1.75,2.88,3.38,2.62,"Importance"
"848","51-6063.00","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.88,2.88,2.5,2.38,2.88,2.38,2.12,1.25,2.12,2.62,1.88,1.5,1.5,2,1.62,3.25,1.75,3,3.38,2,1.88,1,2.75,2.5,2.12,1.25,2.12,2.38,2.88,1.75,1.75,1.12,2.5,2.38,2.12,"Importance"
"849","51-6064.00","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2.5,3,2.75,2.88,3,2.75,2.38,1.75,2.62,2.88,2.62,1.88,2.12,2.75,2.38,3.25,2.38,3.5,3.88,1.75,2.38,1,3.38,2.62,2.75,1.12,2.38,2.75,3,2.38,2.25,1.62,2.88,2.88,2.62,"Importance"
"850","51-6091.00","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",2.75,3.25,3.25,3.12,3.25,3.25,2.62,1.25,2.5,3.12,2.38,1.5,1.62,2.25,2,3.5,2.12,3.5,3.75,1.75,2.38,1,3.25,2.75,3.12,1.25,2.25,2.75,3.12,2,2.12,1.12,2.88,2.88,2.62,"Importance"
"851","51-6092.00","Fabric and Apparel Patternmakers",3.38,3.5,3.38,3.12,3.62,1.12,1.5,1.12,2.75,3.38,2.88,1.75,2.12,2.5,3.38,3.12,2.62,2.38,2.88,3.25,2.5,1.88,3.12,3.25,1.12,1.25,2.75,3,3.25,2.62,2.5,1.88,3.5,2.38,3.12,"Importance"
"852","51-6093.00","Upholsterers",3.12,3,3,2.88,3.5,2.38,2.62,1.38,2.5,3.12,2.62,1.88,2.12,2.5,2.5,3,2.12,3.12,3.12,2.38,2.38,1,3.12,3,2.5,1.25,2.88,2.88,3,2.25,2.25,1.75,3,2.38,2.5,"Importance"
"853","51-7011.00","Cabinetmakers and Bench Carpenters",2.75,2.88,2.88,2.75,3,2.88,3,1.62,2.25,3,2.25,1.75,1.75,2.5,2.88,3.12,2,3.12,3.5,3,2.25,1.62,3.38,2.88,2.88,1.38,2.38,2.62,3,2,2.25,1.88,3,3,2.38,"Importance"
"854","51-7021.00","Furniture Finishers",2.62,3,2.88,3.12,3.12,2.38,2.38,1,2.62,3,2.62,1.88,2.25,2.75,2,3.38,2.25,3,3.12,2.25,2.5,1,3.25,2.5,2.38,1.25,2.88,2.75,3,2.12,2.12,1.25,3,2.5,2.25,"Importance"
"855","51-7031.00","Model Makers, Wood",3,3.38,2.75,2.75,3.25,1.12,1.38,1.38,2.5,3,2.25,1.62,1.75,2.38,2.38,3.38,2.12,2.75,3.12,3.25,2.38,1.38,2.75,3.38,1,1.62,2.62,2.88,3.12,2.38,2.25,1.62,3.12,2,2.75,"Importance"
"856","51-7032.00","Patternmakers, Wood",2.62,3,3,2.38,3,2.5,2.62,1,2,2.75,2.25,2.62,2.38,2.12,2.88,2.88,2,3.38,3,3.25,2.12,1.5,2.88,3.12,2.38,1.5,2,2.88,2.75,2.12,2,1.75,2.75,2.38,2.5,"Importance"
"857","51-7041.00","Sawing Machine Setters, Operators, and Tenders, Wood",2.12,2.75,2.62,2.62,3,2.75,2,1.5,2,2.75,2,1.5,1.75,2,2,3,1.88,3.12,3.12,1.88,1.88,1.12,3,2.38,2.62,1.25,1.88,2.5,2.62,2,2,1.38,2.75,3,1.75,"Importance"
"858","51-7042.00","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2.5,2.88,2.75,2.12,3,3,2.88,1.88,1.88,2.88,2.25,1.62,1.75,1.88,2.38,3.12,1.88,3.5,3.62,1.88,1.88,1.75,3.25,2.75,2.88,1.5,1.88,2.25,3,1.75,2,1.88,2.75,3,1.88,"Importance"
"859","51-8011.00","Nuclear Power Reactor Operators",3.12,3.88,3.75,3.25,3.88,1.12,1,1,3,3.5,3,2,2,3,2.75,3.88,2.75,4,4,1.38,2.88,2,3.25,4,1.38,2.75,2.88,3,3.25,3.12,2.88,1.38,3.38,3,3.5,"Importance"
"860","51-8012.00","Power Distributors and Dispatchers",3,3.75,3.38,3.12,3.75,2,1.75,1.12,2.75,3.12,2.75,1.75,1.88,2.88,2.75,3.75,2.62,3.25,3.38,2.38,2.5,1.75,2.88,3.62,2,1.88,2.88,2.75,3.62,2.75,2.75,1.62,3,2.75,3.12,"Importance"
"861","51-8013.00","Power Plant Operators",2.88,3.38,3.12,3,3.88,2.88,2.5,1.5,2.5,3.25,2.62,1.75,1.75,2.38,2.12,3.25,2,3.88,4,1.75,2.25,1.75,3.38,3.12,2.88,2,2.5,2.88,3.5,2.5,2.25,1.75,2.75,3.25,3,"Importance"
"862","51-8021.00","Stationary Engineers and Boiler Operators",3,3.25,3,2.75,3.38,3.12,2.5,1.88,2.88,3,2.25,1.5,1.88,2.62,2,3.25,2.75,3.38,4,1.88,2.62,1.25,3.25,3.12,3,2.5,2.25,2.88,3,2.62,2.88,1.88,2.88,3.25,3,"Importance"
"863","51-8031.00","Water and Wastewater Treatment Plant and System Operators",2.88,3.25,2.88,2.88,3.12,3.25,2.88,1.25,2.62,3,2.5,1.5,1.62,2.5,2.5,3.62,2.5,3.75,3.75,1.62,2.5,1.25,3.5,3.25,3.12,2.38,2.62,2.75,3,2.62,2.62,1.75,3,3.25,2.88,"Importance"
"864","51-8091.00","Chemical Plant and System Operators",3.25,3.38,3.25,2.88,3.5,2.75,2.12,1,2.62,3.25,2.88,1.88,1.88,2.75,2.62,3.62,2.25,4,4.12,2.12,2.38,1.75,3.62,3.25,2.75,2.88,2.5,2.62,3.12,2.62,2.88,1,3.25,2.88,3,"Importance"
"865","51-8092.00","Gas Plant Operators",2.75,3.25,3.38,3,3.5,3,2.38,1.12,2.62,3.38,2.5,1.88,2,2.5,2.5,3.75,2.75,3.62,4.25,2,2.5,1.62,3.5,3.12,3,2.25,2.12,2.88,3.25,2.62,2.62,1.75,2.88,3.12,3.25,"Importance"
"866","51-8093.00","Petroleum Pump System Operators, Refinery Operators, and Gaugers",3,3,3.38,3,3.38,2.88,2.5,1,2.75,3.12,3,2.12,2.38,2.75,2.75,3.75,2.38,3.5,4.12,1.88,2.38,1.88,3.38,3.5,2.75,2,2.38,2.88,3,2.88,2.88,1.75,3,3,3.38,"Importance"
"867","51-8099.03","Biomass Plant Technicians",2.88,3.12,2.88,3.12,3,3.25,2.62,1.25,2.75,3,2.62,1.5,2.25,2.25,2.5,3.38,2.5,3.62,3.88,1.75,2.62,1.62,3.38,3.12,3.38,1.62,2.5,2.62,3,2.5,2.5,1.88,3,3.12,3,"Importance"
"868","51-9011.00","Chemical Equipment Operators and Tenders",3,3.38,3.12,3,3.38,2.75,2.38,1,2.62,3.38,2.75,1.5,2,2.5,2.88,3.75,2,3.88,3.88,2,2.12,1.62,3,3.38,2.38,2.62,2.5,2.75,3.12,2.75,2.75,1.75,3,3,3,"Importance"
"869","51-9012.00","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2.88,3,2.88,2.88,3.12,2.88,2.38,2,2.62,3,2.75,1.88,2,2.75,2.62,3.12,2.12,3.12,3.75,1.75,2.5,1.75,3.12,3,2.88,2.5,2.38,2.75,2.88,2.62,2,1.88,3,2.88,2.88,"Importance"
"870","51-9021.00","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3,3.25,3,3,3,3,2.75,1.25,3.12,3,3,1.75,2.12,2.75,2.62,3.5,2.25,3.88,4,1.25,2.5,1.12,3.38,3,2.88,2.5,2.5,3,3.25,2.62,2.62,1.5,3.25,3,2.75,"Importance"
"871","51-9022.00","Grinding and Polishing Workers, Hand",2.38,3,2.75,2.88,3,3.25,3.25,1.12,2.38,2.88,2.12,1.5,1.62,2.38,1.88,3.12,2.12,3.12,3.5,1.5,2.12,1,3.5,3,3.25,1.25,2.12,2.75,2.88,2.12,2.12,1.62,2.88,3.12,2.38,"Importance"
"872","51-9023.00","Mixing and Blending Machine Setters, Operators, and Tenders",3,3,2.88,2.88,3,3.12,2.12,1,2.38,2.88,2.62,1.75,2,2.38,2.5,3.25,2.12,3.62,3.62,1.25,2.12,1.75,3.12,3.25,2.75,2.25,2.25,2.88,3,2.62,2,1.25,3,2.88,3,"Importance"
"873","51-9031.00","Cutters and Trimmers, Hand",2,3,2.5,2.38,2.88,1.12,1.38,1,2.25,2.88,1.75,1,1.12,2.25,1.75,2.75,2,2.12,2.38,1.25,2,1,2.38,2.75,1.12,1,1.88,2.88,2.75,1.62,1.62,1,2.88,1.75,2.25,"Importance"
"874","51-9032.00","Cutting and Slicing Machine Setters, Operators, and Tenders",2.38,2.88,2.88,2.88,3.12,3,2.75,1.75,2.25,2.75,2.12,1.62,1.62,2.25,2.5,3.38,2.25,3.5,3.62,1.75,2.12,1.5,3.5,3,2.75,1.25,2.38,2.88,2.88,2.5,2.25,1.5,2.62,3,2.38,"Importance"
"875","51-9041.00","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2.5,3.25,2.88,2.5,3.12,2.62,2.38,2,2.38,2.88,2.38,1.75,2.12,2.38,2.38,3.5,2.12,3.62,3.88,1.75,2.25,1,3,3.12,2.62,1.38,2.12,2.75,3.12,2.38,2.25,1.62,2.62,2.88,2.75,"Importance"
"876","51-9051.00","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2.38,3.12,2.38,2.5,3.12,2.12,1.5,1,2.12,2.38,2.12,1.25,1.38,2.12,2.25,3.12,2.12,3.12,3.88,1.5,2.12,1.25,3,3.12,1.75,1.88,2.12,2.25,3.12,2,2,1.38,2.38,2.12,2.62,"Importance"
"877","51-9061.00","Inspectors, Testers, Sorters, Samplers, and Weighers",2.38,3.38,2.75,3,3.12,1.38,1.5,1.25,2,3,2,1.62,1.75,2,2.5,3.12,1.88,2.62,3,1.88,2.25,1.5,3.5,3.12,1.38,1.75,1.88,2.75,3.12,2.12,2.38,1.38,2.75,1.88,2.88,"Importance"
"878","51-9071.01","Jewelers",2.88,2.88,3,2.62,3.12,1.12,2.12,1.25,2.25,3.25,2.5,2.88,2.62,2.5,2.88,2.88,2.62,2.38,2.62,3.25,2.62,1.12,2.88,2.88,1.5,1.5,2.75,2.75,3,2.25,2.25,1.88,3.12,2,2.62,"Importance"
"879","51-9071.06","Gem and Diamond Workers",2.5,3.12,2.75,2.62,3,2.12,2.62,1,2,2.88,2.25,2.12,2.25,2.12,2.75,3,2.25,2.25,2.75,2.5,2.5,1,3.38,2.88,1.88,1.38,2.75,2.75,3.12,2,1.88,2,2.5,2,2.62,"Importance"
"880","51-9071.07","Precious Metal Workers",2.38,2.88,2.88,2.75,3.12,2.12,2.25,1,2,2.88,2.12,1.75,1.88,2,2.25,2.88,2,2.5,2.75,2.38,2.62,1,2.75,2.5,2.25,1.38,2.5,2.62,2.88,2.12,2.12,2,2.75,2.25,2.12,"Importance"
"881","51-9081.00","Dental Laboratory Technicians",3,3,2.88,2.88,3.12,2,2.38,1,2.5,2.88,2.75,1.75,2.12,2.38,2.12,3,2.12,2.75,3,2,2.12,1.12,3.12,3.25,2.12,2.12,2.12,2.88,3,2.25,2,2,3.12,2.12,2.75,"Importance"
"882","51-9082.00","Medical Appliance Technicians",3,3.88,3.38,3,3.75,3,2.75,1.5,3,3.25,2.88,1.88,2.12,2.62,2.75,3.25,2.75,2.75,3.5,2.38,2.88,1.38,3.75,3.62,3,1.88,3.12,3.5,3.62,2.88,2.5,2.38,3,3.62,3,"Importance"
"883","51-9083.00","Ophthalmic Laboratory Technicians",2.75,2.88,2.62,2.62,3,2.25,2.62,1,2.25,3,2.5,1.75,1.75,2.5,2.12,3,2.12,3.25,3.12,1.62,2.25,1.75,3.12,3,2.62,1.75,2.75,2.62,2.88,2.25,2.12,1.75,3.12,2.38,2.75,"Importance"
"884","51-9111.00","Packaging and Filling Machine Operators and Tenders",2.38,3.12,2.75,3.12,2.88,2.5,2.12,1,2.62,2.88,2.38,1.25,1.38,2.12,2.12,3.25,2.25,3,3.25,1,2.25,1,3.12,3,2.38,1,2.38,2.88,2.88,2.25,2.12,1.12,2.88,2.5,2.5,"Importance"
"885","51-9121.00","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2.62,2.75,2.88,3,3.12,3,2.88,1.25,2.38,3,2.5,1.62,2,2.25,2.25,3.25,2.12,3.38,3.88,1.88,2.25,1,3.5,2.88,3,1.38,2.25,2.88,2.88,2.12,2.12,1.62,3,3.12,2.62,"Importance"
"886","51-9122.00","Painters, Transportation Equipment",2.38,2.75,2.5,3,3,2.75,2.75,1,2.25,2.88,2.12,1.75,1.88,2.5,2.12,3.12,1.88,3.12,3.12,1.62,2,1.38,3,2.5,2.38,1.5,2.25,2.75,2.75,2,1.88,1.5,2.88,2.75,2.38,"Importance"
"887","51-9123.00","Painting, Coating, and Decorating Workers",2.12,2.75,2.12,2.5,2.88,2.12,2.12,1.12,1.88,2.5,2,1,1.12,1.88,1.62,2.88,2,2.38,2.38,1.75,2.12,1,2.12,2.62,1.75,1.12,2.38,2.75,2.62,1.75,1.5,1.38,2.62,2,2,"Importance"
"888","51-9141.00","Semiconductor Processors",2.5,3.25,2.75,2.88,3.38,2.88,2.38,1.38,2.25,2.88,2.25,1.5,1.62,2.25,1.88,3.25,2,2.88,3.62,2.12,2.25,1.62,3.25,3.38,2.5,1.88,2.12,2.88,2.88,2.25,2,1.75,2.75,2.88,2.75,"Importance"
"889","51-9151.00","Photographic Process Workers and Processing Machine Operators",2.75,3.12,2.94,2.81,3,2.56,2.56,1.06,2.25,2.88,2.31,1.44,1.62,2.5,2.12,3.25,2.25,2.94,3.44,1.94,2.44,1.5,3.06,3.06,2.38,1.44,2.62,2.81,3,2.44,2,1.62,2.94,2.56,2.44,"Importance"
"890","51-9191.00","Adhesive Bonding Machine Operators and Tenders",2.62,3.12,2.75,3,2.88,2.88,2.12,1.12,2.25,2.62,2.25,1.75,1.75,1.88,2.5,3.12,1.88,3.88,3.75,1.75,2,1.62,3.12,3,3,1.5,2.25,2.88,3.12,2.75,2.12,1.25,3,3,2.75,"Importance"
"891","51-9192.00","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2.38,2.75,2.5,2.5,2.88,1.75,1.5,1,2.38,2.88,2.25,1,1,2.38,1.75,3,2,3.25,3.12,1.5,2.12,1,2.5,2.5,1.38,1.75,2.12,2.62,2.62,1.88,2,1,2.75,2.12,2.38,"Importance"
"892","51-9193.00","Cooling and Freezing Equipment Operators and Tenders",3,3.25,3.5,2.88,3.75,3.12,3,1.62,2.62,3.12,2.5,2,2.25,2.62,2.5,3.88,2.25,3.62,4,2,2.5,1.62,3.25,3.25,3,1.5,2.38,2.88,3,2.25,2.38,1.38,3,3.38,3.12,"Importance"
"893","51-9194.00","Etchers and Engravers",2.38,3.25,2.5,2.62,3.38,2.5,2.25,1.12,2,3,2.12,1.5,1.62,2.25,2.25,2.75,2,2.88,3.12,2.38,2.25,1.5,3,3,1.88,1.25,2.38,2.75,3.12,1.88,1.75,1.62,3.25,2.62,2.25,"Importance"
"894","51-9195.03","Stone Cutters and Carvers, Manufacturing",2.5,3,2.75,2.62,3,2,2.38,1.12,2.12,3,2.25,1.62,1.88,2.12,2.25,2.88,2.12,2.5,2.5,2.12,2,1.5,2.38,2.88,1.75,1.38,2.25,2.75,2.88,2.12,2.12,1.75,2.88,2,2.25,"Importance"
"895","51-9195.04","Glass Blowers, Molders, Benders, and Finishers",2.88,3,2.75,2.5,3,2.5,2.38,1,2.12,2.75,2.62,1.88,2.12,2.38,2.62,3.25,2.12,3.38,3.38,1.88,2.38,1.38,3.38,3,2.5,1.75,2,2.5,2.75,2.38,2.25,1.75,2.75,2.5,2.62,"Importance"
"896","51-9195.05","Potters, Manufacturing",2.38,3,2.62,2.75,3.12,1,1.25,1,2.12,2.75,2,1.75,2,2.12,1.88,3.12,1.75,3.12,3.38,2.38,2.25,1.38,2.75,2.88,1,1.75,2.62,2.88,2.88,2,1.62,1.88,2.62,2.12,2.5,"Importance"
"897","51-9195.07","Molding and Casting Workers",2.88,3,3,2.88,3,2.75,2.38,1.12,2.12,2.88,2.5,1.5,2,2.12,2.38,3,2,3,3.38,1.62,2,1,2.88,3.12,2.88,1.12,2.25,2.88,2.88,2,2,1.38,2.88,2.75,2.5,"Importance"
"898","51-9196.00","Paper Goods Machine Setters, Operators, and Tenders",2.5,2.88,2.88,3,3,2.62,2.38,1.38,2.25,2.75,2.25,1.5,1.5,2.25,2.12,3.25,2.12,3.25,3.62,1.75,2.12,1.38,3,2.75,2.38,1.25,2.12,2.88,2.88,2.38,2.38,1.5,2.75,2.62,2.12,"Importance"
"899","51-9197.00","Tire Builders",2.12,3.12,2.38,2.38,3,1.38,1.38,1.12,2,2.75,2.12,1.5,1.5,1.88,1.88,3,1.88,3.38,3.12,1.5,1.88,1.38,2.5,2.5,1.12,1.25,2,2.5,2.88,1.62,1.62,1.5,3,2.25,2.12,"Importance"
"900","51-9198.00","Helpers--Production Workers",2,2.88,2.25,2.62,2.75,2.12,2,1,2,2.25,2,1.62,1.75,1.88,2,2.88,1.88,2.62,2.75,1.62,1.88,1.25,2.62,2.62,2.12,1.25,2.12,2.62,2.75,2,1.88,1.25,2.25,2.12,1.88,"Importance"
"901","51-9199.01","Recycling and Reclamation Workers",2.5,3.12,2.38,2.62,2.75,2.38,2.25,1,2.12,2.62,2,1.5,1.75,2.25,1.88,3.12,1.88,3.25,3.12,1.25,2,1,2.75,2.62,2.25,1.12,2.5,2.62,2.75,1.88,1.88,1.5,2.62,2.5,2.38,"Importance"
"902","53-1011.00","Aircraft Cargo Handling Supervisors",3.38,3.75,3.12,3.62,3.62,2.25,2.12,1,3.12,3.25,3.5,1.88,2.25,3.62,2.75,3.62,2.88,2.62,3.12,2.25,2.88,1.62,2.75,3.12,2.38,1.25,2.88,3.12,3.5,3,2.75,1.62,3.5,2.5,3,"Importance"
"903","53-1021.00","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",2.88,3.88,3.5,3.75,3.75,1,1.25,1,3.25,3.25,3,2.12,2.12,3.62,2.12,3.38,3.25,2.25,2.62,2.12,3.25,1.38,2.38,3.12,1,1.25,2.88,3.25,3.75,2.75,3,1.62,3.38,1.88,3,"Importance"
"904","53-1021.01","Recycling Coordinators",3.12,3.62,3,3.62,3.62,1,1.25,1,2.88,3.38,3,2.25,2.25,3.75,2.5,3.5,2.62,2.25,2.38,1.5,3.12,1.38,2.25,3.5,1,1.25,3,3.25,3.88,2.88,2.88,1.75,3.62,1.75,3.12,"Importance"
"905","53-1031.00","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators",3.12,4,3.62,4,3.88,2,1.38,1,3,3.62,3,2.12,2.62,4,2.5,3.75,3.38,2.25,2.38,2.88,3.12,1.38,2.25,3.75,2,1.25,3,3.75,3.88,2.88,3.12,1.38,4,2,3.25,"Importance"
"906","53-2011.00","Airline Pilots, Copilots, and Flight Engineers",3.75,4,3.88,3.62,4,1.88,1,1,3,3.88,3.12,1.88,2.12,3,3.25,4,2.88,4.88,4.75,2.25,2.75,1.88,3.12,3.88,1,3,3,3.38,3.88,3.38,3.25,1.38,3.75,3.12,3.12,"Importance"
"907","53-2012.00","Commercial Pilots",3.62,3.88,3.5,3.38,4,1.62,1.12,1,3,3.75,3.25,1.62,1.88,2.75,2.75,4,2.38,4.62,4.12,1.75,2.75,1.62,2.62,3.62,1.25,2.88,2.88,3,3.62,3.12,2.75,1.5,3,3,2.88,"Importance"
"908","53-2021.00","Air Traffic Controllers",3.75,4.38,4,3.88,4.12,1.25,1.25,1,3.12,4.12,3.12,1.75,1.75,2.88,2.88,4,2.62,2.5,3.25,2.75,2.88,1.75,2.75,3.75,1.12,1.75,3.12,3.38,4.25,3.25,3.12,1.75,3.5,2,3.12,"Importance"
"909","53-2022.00","Airfield Operations Specialists",3.25,4,3.25,3.62,3.75,1,1.12,1,3.12,3.12,2.88,1.62,2,2.75,2.12,3.62,2.88,2.5,2.88,2.5,3,1.5,2.12,3.75,1,1.5,3,3,3.75,3,3.12,1.62,3,1.88,3.25,"Importance"
"910","53-2031.00","Flight Attendants",3,3.75,2.88,3.62,3.38,1,1,1,2.62,3,2.5,1.5,1.88,2.5,2.12,3.62,2.62,1.75,2.5,1.75,2.88,1.38,2.25,3,1,1.5,3.88,3.88,4,2,2,1.5,2.88,1.88,2.62,"Importance"
"911","53-3011.00","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",3,3.5,3,3.12,3.5,2,1.75,1,2.88,3,2.38,1.25,1.75,2.5,1.88,3.12,2.75,2.88,2.75,2,2.75,1,1.75,2.88,1.88,1.62,3.5,3,3.38,2,2,1.25,2.62,1.88,2.62,"Importance"
"912","53-3021.00","Bus Drivers, Transit and Intercity",2.5,3.25,2.62,2.88,3.12,2,1.38,1,1.88,2.75,2.12,1.75,1.75,2.12,2,2.88,2.5,3.88,3.62,1,2.5,1,2.5,2.75,1.62,1,3.12,3.12,3.12,1.88,1.88,1.38,3.25,2.38,2.75,"Importance"
"913","53-3022.00","Bus Drivers, School or Special Client",2.5,3.25,2.75,2.62,3.12,2.25,2,1,1.62,3.12,1.75,1.38,1.38,1.38,2.12,3.12,2.62,3.5,3.25,1.38,2.5,1,2.5,2.75,2.12,1.12,3,3.38,3.12,1.5,2,1,2.75,2.5,2.5,"Importance"
"914","53-3031.00","Driver/Sales Workers",2.75,3.5,2.75,2.88,3.25,1.88,1,1,2.12,2.88,2.38,2.12,2,2.12,3,2.88,2.62,2.5,2.5,1.25,3.12,1.25,2,3,1.12,1,3.38,3.25,3.5,2,1.88,1,3,1.5,2.88,"Importance"
"915","53-3032.00","Heavy and Tractor-Trailer Truck Drivers",2.75,2.88,2.88,2.88,3,2.88,2.25,1.62,2.5,2.88,2.5,2,2,2.12,2,3,2.25,3.88,3.75,1.88,2.12,1.12,2.62,3,2.88,1,2.75,2.75,3,2,2.12,1.62,3.12,3,2.75,"Importance"
"916","53-3033.00","Light Truck or Delivery Services Drivers",2.12,3.12,2.62,2.5,2.88,2.38,1.75,1,1.88,2.88,1.88,1.75,1.88,1.88,2.5,3,1.88,3.25,2.88,1.75,2.12,1,2.38,3,2.25,1.12,2.88,2.88,3.12,2,2,1.38,3,2.25,2.88,"Importance"
"917","53-3041.00","Taxi Drivers and Chauffeurs",2.75,3.5,2.5,2.62,2.88,1.5,1,1,2.38,2.75,2.38,2,1.88,2.12,2.62,2.88,2.5,3.12,2.88,1,2.5,1,2,2.62,1.62,1,3.25,3,3.12,2.12,2.25,1.38,3,2,2.75,"Importance"
"918","53-4011.00","Locomotive Engineers",3.12,3.75,3.12,3,3.62,2.12,1.5,1,2.38,3.38,2.88,1.62,1.75,2.5,2.5,3.62,2,4.12,4,1.75,2,1,2.88,3.38,1.88,1.38,2.38,2.75,3.62,2.25,2.12,1.25,3.12,2.75,3,"Importance"
"919","53-4012.00","Locomotive Firers",2.5,3.25,3,2.88,3.25,2.5,2,1,2.25,3.12,2.5,1.38,1.62,2,2.12,3.62,2.12,3.62,4,1.25,2.12,1,2.75,2.75,2.25,1.25,2.5,2.88,3,1.88,2,1,3.12,2.75,2.62,"Importance"
